# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.99037
2000 -4.99169
3000 -4.98999
4000 -4.99155
5000 -4.99297
6000 -4.99269
7000 -4.99126
8000 -4.99184
9000 -4.99062
10000 -4.99281
11000 -4.99124
12000 -4.99263
13000 -4.99151
14000 -4.99214
15000 -4.99069
16000 -4.9951
17000 -4.99482
18000 -4.99441
19000 -4.99612
20000 -4.99633
21000 -4.99626
22000 -4.99573
23000 -4.99795
24000 -4.99624
25000 -4.99543
26000 -4.99611
27000 -4.99733
28000 -4.99633
29000 -4.99641
30000 -4.99607
31000 -4.99477
32000 -4.99657
33000 -4.9961
34000 -4.99692
35000 -4.9965
36000 -4.99427
37000 -4.99673
38000 -4.99603
39000 -4.99666
40000 -4.99641
41000 -4.99689
42000 -4.995
43000 -4.99503
44000 -4.99505
45000 -4.99525
46000 -4.99534
47000 -4.99645
48000 -4.99521
49000 -4.99589
50000 -4.99512
