# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 6010.36 12.8564 22.2679 20.9944
2000 6014.94 12.8596 22.2735 20.9997
3000 6012.5 12.8579 22.2705 20.9968
4000 6014.85 12.8595 22.2734 20.9996
5000 6012.12 12.8576 22.2701 20.9964
6000 6012.32 12.8578 22.2703 20.9966
7000 6014.1 12.859 22.2725 20.9987
8000 6013.71 12.8588 22.272 20.9983
9000 6016.1 12.8605 22.275 21.001
10000 6013.9 12.8589 22.2723 20.9985
11000 6011.5 12.8572 22.2693 20.9957
12000 6011.93 12.8575 22.2698 20.9962
13000 6010.48 12.8565 22.268 20.9945
14000 6013.95 12.8589 22.2723 20.9985
15000 6011.88 12.8574 22.2697 20.9961
16000 6011.95 12.8575 22.2698 20.9962
17000 6013.1 12.8583 22.2713 20.9976
18000 6011.54 12.8572 22.2693 20.9957
19000 6009.08 12.8555 22.2663 20.9929
20000 6005.86 12.8531 22.2623 20.9891
21000 6002.76 12.8509 22.2585 20.9855
22000 5999.32 12.8485 22.2542 20.9815
23000 5993.87 12.8446 22.2475 20.9751
24000 5991.99 12.8433 22.2452 20.973
25000 5990.49 12.8422 22.2433 20.9712
26000 5989.49 12.8414 22.242 20.97
27000 5995.77 12.846 22.2499 20.9774
28000 5994.97 12.8454 22.2488 20.9764
29000 5997.84 12.8474 22.2524 20.9798
30000 5997.25 12.847 22.2517 20.9791
31000 5998.78 12.8481 22.2536 20.9809
32000 5998.48 12.8479 22.2532 20.9805
33000 6001.48 12.85 22.2569 20.984
34000 5997.34 12.8471 22.2518 20.9792
35000 5999.92 12.8489 22.255 20.9822
36000 6009.68 12.8559 22.267 20.9936
37000 6010.28 12.8563 22.2678 20.9943
38000 6000.35 12.8492 22.2555 20.9827
39000 5999.89 12.8489 22.2549 20.9822
40000 5998.87 12.8482 22.2537 20.9809
41000 6004.09 12.8519 22.2601 20.987
42000 6003.04 12.8511 22.2588 20.9858
43000 5994.88 12.8453 22.2487 20.9763
44000 5998.83 12.8481 22.2536 20.9809
45000 6002.24 12.8506 22.2578 20.9849
46000 5996.61 12.8466 22.2509 20.9783
47000 6002.01 12.8504 22.2576 20.9846
48000 5997.79 12.8474 22.2524 20.9797
49000 6000.5 12.8493 22.2557 20.9829
50000 6001.95 12.8504 22.2575 20.9846
