# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -5.02653
2000 -5.02563
3000 -5.02659
4000 -5.02565
5000 -5.0269
6000 -5.02619
7000 -5.02574
8000 -5.02652
9000 -5.02556
10000 -5.02658
11000 -5.02632
12000 -5.02612
13000 -5.02629
14000 -5.02753
15000 -5.02667
16000 -5.02564
17000 -5.02604
18000 -5.02609
19000 -5.02548
20000 -5.02868
21000 -5.02868
22000 -5.02839
23000 -5.02983
24000 -5.03062
25000 -5.02968
26000 -5.03015
27000 -5.03037
28000 -5.03001
29000 -5.03131
30000 -5.03112
31000 -5.03146
32000 -5.0318
33000 -5.03235
34000 -5.03178
35000 -5.03127
36000 -5.03098
37000 -5.03196
38000 -5.03331
39000 -5.03218
40000 -5.03237
41000 -5.0322
42000 -5.03264
43000 -5.03356
44000 -5.03425
45000 -5.03334
46000 -5.03299
47000 -5.03236
48000 -5.03339
49000 -5.03252
50000 -5.03287
