# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -5.00456
2000 -5.00501
3000 -5.00506
4000 -5.00504
5000 -5.00518
6000 -5.0051
7000 -5.00519
8000 -5.00527
9000 -5.00543
10000 -5.00527
11000 -5.00556
12000 -5.00539
13000 -5.00558
14000 -5.0058
15000 -5.00597
16000 -5.00628
17000 -5.00611
18000 -5.00633
19000 -5.00646
20000 -5.00671
21000 -5.00669
22000 -5.00675
23000 -5.00671
24000 -5.00692
25000 -5.00693
26000 -5.0068
27000 -5.00689
28000 -5.00659
29000 -5.00683
30000 -5.00688
31000 -5.00684
32000 -5.00702
33000 -5.00693
34000 -5.00699
35000 -5.00694
36000 -5.0069
37000 -5.00691
38000 -5.00711
39000 -5.00696
40000 -5.00706
41000 -5.0071
42000 -5.00715
43000 -5.00697
44000 -5.00714
45000 -5.00699
46000 -5.007
47000 -5.00702
48000 -5.0069
49000 -5.00713
50000 -5.00697
