# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -5.03088
2000 -5.03058
3000 -5.03074
4000 -5.03069
5000 -5.03065
6000 -5.03112
7000 -5.03176
8000 -5.03141
9000 -5.03159
10000 -5.03155
11000 -5.03157
12000 -5.03145
13000 -5.03115
14000 -5.03108
15000 -5.03131
16000 -5.03121
17000 -5.03202
18000 -5.0345
19000 -5.0379
20000 -5.03907
21000 -5.03898
22000 -5.03897
23000 -5.03904
24000 -5.03923
25000 -5.03922
26000 -5.03916
27000 -5.03935
28000 -5.03918
29000 -5.03881
30000 -5.03896
31000 -5.03918
32000 -5.03935
33000 -5.03931
34000 -5.0391
35000 -5.03874
36000 -5.0392
37000 -5.03907
38000 -5.03913
39000 -5.03924
40000 -5.03925
41000 -5.03935
42000 -5.03933
43000 -5.03921
44000 -5.03875
45000 -5.03908
46000 -5.03932
47000 -5.03917
48000 -5.03926
49000 -5.03924
50000 -5.03919
