# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -5.01193
2000 -5.01241
3000 -5.01249
4000 -5.01244
5000 -5.01269
6000 -5.01213
7000 -5.01195
8000 -5.01194
9000 -5.01214
10000 -5.01229
11000 -5.01178
12000 -5.0127
13000 -5.01287
14000 -5.01303
15000 -5.01283
16000 -5.01226
17000 -5.01236
18000 -5.01245
19000 -5.01282
20000 -5.01194
21000 -5.0121
22000 -5.01249
23000 -5.01221
24000 -5.01178
25000 -5.01271
26000 -5.01173
27000 -5.01252
28000 -5.01238
29000 -5.01274
30000 -5.01206
31000 -5.01289
32000 -5.01261
33000 -5.01324
34000 -5.01275
35000 -5.01342
36000 -5.01321
37000 -5.01276
38000 -5.01349
39000 -5.01323
40000 -5.01395
41000 -5.01453
42000 -5.0144
43000 -5.01484
44000 -5.01539
45000 -5.01451
46000 -5.01526
47000 -5.01453
48000 -5.01492
49000 -5.01501
50000 -5.01498
