# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -5.00334
2000 -5.00526
3000 -5.0063
4000 -5.00654
5000 -5.00774
6000 -5.00799
7000 -5.00666
8000 -5.00557
9000 -5.00635
10000 -5.00643
11000 -5.00726
12000 -5.0069
13000 -5.00635
14000 -5.00628
15000 -5.00613
16000 -5.00581
17000 -5.00674
18000 -5.00803
19000 -5.0064
20000 -5.00641
21000 -5.00727
22000 -5.00649
23000 -5.00564
24000 -5.00667
25000 -5.00747
26000 -5.00894
27000 -5.00734
28000 -5.0077
29000 -5.00762
30000 -5.00687
31000 -5.00939
32000 -5.0103
33000 -5.01076
34000 -5.00962
35000 -5.01014
36000 -5.01106
37000 -5.01084
38000 -5.01093
39000 -5.01065
40000 -5.0096
41000 -5.00938
42000 -5.00855
43000 -5.01002
44000 -5.0098
45000 -5.01058
46000 -5.0098
47000 -5.01131
48000 -5.01079
49000 -5.01208
50000 -5.00955
