# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.98831
2000 -4.98974
3000 -4.99217
4000 -4.99194
5000 -4.99158
6000 -4.9922
7000 -4.99394
8000 -4.9964
9000 -4.99933
10000 -5.00255
11000 -5.00281
12000 -5.00269
13000 -5.0014
14000 -5.00335
15000 -5.00479
16000 -5.00548
17000 -5.00451
18000 -5.00475
19000 -5.00477
20000 -5.00581
21000 -5.00564
22000 -5.0056
23000 -5.00576
24000 -5.00558
25000 -5.00627
26000 -5.0064
27000 -5.00671
28000 -5.00854
29000 -5.00901
30000 -5.00943
31000 -5.01041
32000 -5.00902
33000 -5.01028
34000 -5.00935
35000 -5.00724
36000 -5.00815
37000 -5.00893
38000 -5.00892
39000 -5.01057
40000 -5.00959
41000 -5.00882
42000 -5.0098
43000 -5.01002
44000 -5.01072
45000 -5.00928
46000 -5.00814
47000 -5.00879
48000 -5.00744
49000 -5.00998
50000 -5.00912
