# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.06032
2000 -4.06228
3000 -4.06288
4000 -4.06401
5000 -4.06503
6000 -4.06628
7000 -4.06654
8000 -4.06913
9000 -4.06971
10000 -4.06844
11000 -4.0704
12000 -4.06803
13000 -4.06796
14000 -4.06728
15000 -4.06947
16000 -4.07097
17000 -4.07452
18000 -4.07667
19000 -4.07777
20000 -4.07786
21000 -4.07833
22000 -4.07907
23000 -4.07991
24000 -4.08173
25000 -4.08308
26000 -4.08329
27000 -4.08237
28000 -4.08235
29000 -4.08215
30000 -4.08358
31000 -4.08263
32000 -4.08562
33000 -4.08734
34000 -4.08698
35000 -4.08689
36000 -4.08785
37000 -4.08827
38000 -4.08599
39000 -4.08579
40000 -4.08441
41000 -4.08655
42000 -4.08653
43000 -4.08487
44000 -4.08715
45000 -4.08626
46000 -4.08687
47000 -4.08427
48000 -4.08541
49000 -4.08326
50000 -4.08499
