# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.0338
2000 -4.0336
3000 -4.03278
4000 -4.03298
5000 -4.03419
6000 -4.03421
7000 -4.03451
8000 -4.03432
9000 -4.03436
10000 -4.03577
11000 -4.03661
12000 -4.03681
13000 -4.03613
14000 -4.03695
15000 -4.0377
16000 -4.037
17000 -4.03746
18000 -4.0376
19000 -4.03943
20000 -4.03986
21000 -4.04151
22000 -4.0423
23000 -4.04131
24000 -4.04271
25000 -4.04364
26000 -4.04299
27000 -4.04376
28000 -4.04404
29000 -4.04636
30000 -4.04813
31000 -4.04927
32000 -4.05028
33000 -4.05155
34000 -4.05307
35000 -4.05285
36000 -4.05497
37000 -4.05463
38000 -4.0537
39000 -4.05461
40000 -4.05573
41000 -4.0566
42000 -4.05705
43000 -4.056
44000 -4.05623
45000 -4.05738
46000 -4.0576
47000 -4.05809
48000 -4.05871
49000 -4.05925
50000 -4.05902
