# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.93434
2000 -3.93437
3000 -3.93444
4000 -3.93442
5000 -3.93456
6000 -3.93438
7000 -3.93448
8000 -3.9345
9000 -3.93486
10000 -3.9346
11000 -3.93486
12000 -3.93494
13000 -3.9345
14000 -3.93456
15000 -3.9346
16000 -3.93489
17000 -3.93446
18000 -3.93512
19000 -3.93529
20000 -3.93545
21000 -3.93511
22000 -3.93524
23000 -3.93537
24000 -3.93534
25000 -3.9353
26000 -3.93552
27000 -3.93557
28000 -3.94042
29000 -3.94403
30000 -3.94403
31000 -3.94395
32000 -3.94419
33000 -3.94606
34000 -3.94768
35000 -3.94946
36000 -3.94955
37000 -3.95014
38000 -3.95032
39000 -3.95054
40000 -3.9502
41000 -3.95044
42000 -3.95028
43000 -3.95068
44000 -3.95066
45000 -3.95055
46000 -3.95036
47000 -3.95048
48000 -3.95083
49000 -3.95081
50000 -3.9508
