# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.02401
2000 -4.02511
3000 -4.02684
4000 -4.02716
5000 -4.02943
6000 -4.03211
7000 -4.03268
8000 -4.03428
9000 -4.03917
10000 -4.03956
11000 -4.04068
12000 -4.04168
13000 -4.04193
14000 -4.03922
15000 -4.04067
16000 -4.04085
17000 -4.04039
18000 -4.04011
19000 -4.04028
20000 -4.04104
21000 -4.04074
22000 -4.04143
23000 -4.04229
24000 -4.04397
25000 -4.04361
26000 -4.04516
27000 -4.04629
28000 -4.04744
29000 -4.04733
30000 -4.04798
31000 -4.04678
32000 -4.04755
33000 -4.04613
34000 -4.04665
35000 -4.04821
36000 -4.0497
37000 -4.05073
38000 -4.05208
39000 -4.05332
40000 -4.05341
41000 -4.05248
42000 -4.05239
43000 -4.05295
44000 -4.05377
45000 -4.0527
46000 -4.05285
47000 -4.05398
48000 -4.05489
49000 -4.05562
50000 -4.05682
