# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.06667
2000 -4.06675
3000 -4.06662
4000 -4.06632
5000 -4.06722
6000 -4.06749
7000 -4.06707
8000 -4.06705
9000 -4.06636
10000 -4.0665
11000 -4.0675
12000 -4.06702
13000 -4.06697
14000 -4.06693
15000 -4.06719
16000 -4.06639
17000 -4.06699
18000 -4.06705
19000 -4.06723
20000 -4.06734
21000 -4.06773
22000 -4.06939
23000 -4.06904
24000 -4.06937
25000 -4.06888
26000 -4.06932
27000 -4.06937
28000 -4.069
29000 -4.0686
30000 -4.06846
31000 -4.06937
32000 -4.06874
33000 -4.06926
34000 -4.06913
35000 -4.06892
36000 -4.0695
37000 -4.06886
38000 -4.06832
39000 -4.0685
40000 -4.06924
41000 -4.0693
42000 -4.06928
43000 -4.07006
44000 -4.06992
45000 -4.06998
46000 -4.06978
47000 -4.06911
48000 -4.06884
49000 -4.06888
50000 -4.06985
