# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.03735
2000 -4.03721
3000 -4.03785
4000 -4.03735
5000 -4.03752
6000 -4.0373
7000 -4.03681
8000 -4.03642
9000 -4.03727
10000 -4.03814
11000 -4.03573
12000 -4.03571
13000 -4.03645
14000 -4.03812
15000 -4.03804
16000 -4.03835
17000 -4.03497
18000 -4.0375
19000 -4.03705
20000 -4.0369
21000 -4.03732
22000 -4.03865
23000 -4.03901
24000 -4.03941
25000 -4.03985
26000 -4.04036
27000 -4.03894
28000 -4.03811
29000 -4.03808
30000 -4.03691
31000 -4.03834
32000 -4.03883
33000 -4.03939
34000 -4.03819
35000 -4.03879
36000 -4.04069
37000 -4.04081
38000 -4.0396
39000 -4.04024
40000 -4.04174
41000 -4.04221
42000 -4.04152
43000 -4.04113
44000 -4.04159
45000 -4.04056
46000 -4.0407
47000 -4.04121
48000 -4.04169
49000 -4.04353
50000 -4.04173
