# Time-averaged data for fix ave_vol
# TimeStep v_vol_step v_lx_step v_ly_step v_lz_step
1000 6096.06 12.9172 22.3732 21.0937
2000 6093.62 12.9155 22.3702 21.0908
3000 6091.49 12.914 22.3676 21.0884
4000 6093.9 12.9157 22.3706 21.0912
5000 6091.32 12.9138 22.3674 21.0882
6000 6091.9 12.9142 22.3681 21.0889
7000 6091.26 12.9138 22.3674 21.0881
8000 6091.98 12.9143 22.3682 21.089
9000 6091.35 12.9139 22.3675 21.0882
10000 6093.04 12.9151 22.3695 21.0902
11000 6091.61 12.914 22.3678 21.0885
12000 6090.21 12.9131 22.3661 21.0869
13000 6091.58 12.914 22.3677 21.0885
14000 6090.35 12.9132 22.3662 21.0871
15000 6091.83 12.9142 22.368 21.0888
16000 6090.16 12.913 22.366 21.0869
17000 6090.92 12.9136 22.3669 21.0877
18000 6089.89 12.9128 22.3657 21.0866
19000 6088.09 12.9115 22.3635 21.0845
20000 6089.97 12.9129 22.3658 21.0867
21000 6090.31 12.9131 22.3662 21.087
22000 6088.85 12.9121 22.3644 21.0853
23000 6090.31 12.9131 22.3662 21.087
24000 6088.45 12.9118 22.3639 21.0849
25000 6087.97 12.9115 22.3633 21.0843
26000 6090.27 12.9131 22.3661 21.087
27000 6088.61 12.9119 22.3641 21.0851
28000 6076.65 12.9035 22.3494 21.0713
29000 6073.12 12.901 22.3451 21.0672
30000 6073.92 12.9015 22.3461 21.0681
31000 6075.08 12.9024 22.3475 21.0695
32000 6076.9 12.9036 22.3498 21.0716
33000 6081.39 12.9068 22.3553 21.0767
34000 6081.41 12.9068 22.3553 21.0768
35000 6076.36 12.9033 22.3491 21.0709
36000 6074.47 12.9019 22.3468 21.0687
37000 6075.2 12.9024 22.3477 21.0696
38000 6075.26 12.9025 22.3477 21.0697
39000 6073.42 12.9012 22.3455 21.0675
40000 6075.3 12.9025 22.3478 21.0697
41000 6075.38 12.9026 22.3479 21.0698
42000 6074.27 12.9018 22.3465 21.0685
43000 6075 12.9023 22.3474 21.0694
44000 6073.54 12.9013 22.3456 21.0677
45000 6073.64 12.9013 22.3458 21.0678
46000 6073.97 12.9016 22.3462 21.0682
47000 6074.44 12.9019 22.3467 21.0687
48000 6073.19 12.901 22.3452 21.0673
49000 6072.89 12.9008 22.3448 21.0669
50000 6073.74 12.9014 22.3459 21.0679
