# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.09624
2000 -4.09642
3000 -4.09623
4000 -4.09634
5000 -4.0963
6000 -4.09632
7000 -4.0964
8000 -4.09643
9000 -4.09647
10000 -4.0965
11000 -4.09649
12000 -4.09655
13000 -4.09654
14000 -4.09661
15000 -4.09659
16000 -4.09692
17000 -4.09668
18000 -4.09693
19000 -4.09665
20000 -4.09644
21000 -4.09663
22000 -4.09653
23000 -4.09661
24000 -4.09651
25000 -4.09664
26000 -4.09652
27000 -4.09664
28000 -4.0968
29000 -4.09676
30000 -4.09669
31000 -4.09699
32000 -4.09677
33000 -4.09678
34000 -4.09665
35000 -4.09659
36000 -4.09645
37000 -4.09665
38000 -4.0966
39000 -4.09669
40000 -4.09685
41000 -4.09675
42000 -4.0969
43000 -4.09668
44000 -4.09683
45000 -4.09677
46000 -4.09682
47000 -4.09677
48000 -4.09682
49000 -4.09675
50000 -4.09682
