# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -4.04083
2000 -4.04148
3000 -4.03938
4000 -4.0418
5000 -4.04108
6000 -4.03981
7000 -4.03794
8000 -4.04015
9000 -4.04253
10000 -4.04225
11000 -4.04436
12000 -4.04132
13000 -4.04276
14000 -4.04277
15000 -4.04326
16000 -4.04347
17000 -4.04286
18000 -4.04381
19000 -4.04253
20000 -4.04544
21000 -4.04414
22000 -4.04558
23000 -4.044
24000 -4.04374
25000 -4.04647
26000 -4.04641
27000 -4.04851
28000 -4.04824
29000 -4.05008
30000 -4.05054
31000 -4.05072
32000 -4.05036
33000 -4.05228
34000 -4.05081
35000 -4.05421
36000 -4.05514
37000 -4.05862
38000 -4.0557
39000 -4.0567
40000 -4.05506
41000 -4.0592
42000 -4.05851
43000 -4.06016
44000 -4.05903
45000 -4.06239
46000 -4.06344
47000 -4.06401
48000 -4.06369
49000 -4.06443
50000 -4.06365
