# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.32349
2000 -3.3234
3000 -3.32336
4000 -3.32304
5000 -3.32309
6000 -3.32358
7000 -3.32326
8000 -3.32339
9000 -3.3234
10000 -3.3233
11000 -3.32326
12000 -3.32323
13000 -3.32347
14000 -3.32322
15000 -3.32291
16000 -3.32329
17000 -3.32343
18000 -3.32327
19000 -3.32353
20000 -3.32325
21000 -3.32359
22000 -3.32327
23000 -3.32327
24000 -3.32288
25000 -3.32317
26000 -3.32302
27000 -3.32308
28000 -3.32323
29000 -3.32306
30000 -3.32325
31000 -3.32309
32000 -3.32295
33000 -3.32332
34000 -3.32341
35000 -3.32358
36000 -3.32344
37000 -3.32318
38000 -3.3232
39000 -3.32309
40000 -3.32329
41000 -3.32312
42000 -3.32303
43000 -3.32311
44000 -3.32334
45000 -3.32335
46000 -3.32333
47000 -3.32328
48000 -3.32336
49000 -3.32354
50000 -3.32315
