# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.22268
2000 -3.22373
3000 -3.22261
4000 -3.22294
5000 -3.2239
6000 -3.22375
7000 -3.22191
8000 -3.22181
9000 -3.22375
10000 -3.22434
11000 -3.22459
12000 -3.22421
13000 -3.22453
14000 -3.22507
15000 -3.22612
16000 -3.22669
17000 -3.22693
18000 -3.22609
19000 -3.22652
20000 -3.2274
21000 -3.22604
22000 -3.22549
23000 -3.22637
24000 -3.22623
25000 -3.22805
26000 -3.22647
27000 -3.22569
28000 -3.22462
29000 -3.2263
30000 -3.22558
31000 -3.22607
32000 -3.22603
33000 -3.22562
34000 -3.22606
35000 -3.2268
36000 -3.22694
37000 -3.22612
38000 -3.2278
39000 -3.22605
40000 -3.22482
41000 -3.22652
42000 -3.22554
43000 -3.22573
44000 -3.22566
45000 -3.22683
46000 -3.22728
47000 -3.22774
48000 -3.22673
49000 -3.22714
50000 -3.22599
