# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.34697
2000 -3.34694
3000 -3.3469
4000 -3.3469
5000 -3.34684
6000 -3.34677
7000 -3.34678
8000 -3.34679
9000 -3.34677
10000 -3.34691
11000 -3.34686
12000 -3.34682
13000 -3.3471
14000 -3.34707
15000 -3.34695
16000 -3.34706
17000 -3.34701
18000 -3.34691
19000 -3.34694
20000 -3.34678
21000 -3.34693
22000 -3.34699
23000 -3.34706
24000 -3.34689
25000 -3.34698
26000 -3.34706
27000 -3.34699
28000 -3.34694
29000 -3.34673
30000 -3.34688
31000 -3.34669
32000 -3.34691
33000 -3.34693
34000 -3.34692
35000 -3.34719
36000 -3.34695
37000 -3.34693
38000 -3.34686
39000 -3.34703
40000 -3.34699
41000 -3.34694
42000 -3.3471
43000 -3.34699
44000 -3.3471
45000 -3.34694
46000 -3.34686
47000 -3.34676
48000 -3.347
49000 -3.34699
50000 -3.3469
