# Time-averaged data for fix ave_pe
# TimeStep v_pe_atom_step
1000 -3.21227
2000 -3.21209
3000 -3.21281
4000 -3.2127
5000 -3.21417
6000 -3.21396
7000 -3.21338
8000 -3.21413
9000 -3.21378
10000 -3.21375
11000 -3.21435
12000 -3.2154
13000 -3.21497
14000 -3.21589
15000 -3.21647
16000 -3.21544
17000 -3.21599
18000 -3.21643
19000 -3.21644
20000 -3.21675
21000 -3.21732
22000 -3.21772
23000 -3.2163
24000 -3.2165
25000 -3.21511
26000 -3.21652
27000 -3.21574
28000 -3.21588
29000 -3.21584
30000 -3.2161
31000 -3.21614
32000 -3.21606
33000 -3.21476
34000 -3.21566
35000 -3.21537
36000 -3.21734
37000 -3.21614
38000 -3.21665
39000 -3.21567
40000 -3.21789
41000 -3.21687
42000 -3.21756
43000 -3.21586
44000 -3.21739
45000 -3.21718
46000 -3.21769
47000 -3.21673
48000 -3.21693
49000 -3.21609
50000 -3.21751
